x0,x1,x2,x3,u0,u1
0.48,0.78,0.72,0.12,-2,-1.9
0.6,0.78,0.72,0.12,1.8,-0.2
0.42,0.18,0.78,0.12,-1.1,-1.8
0.48,0.18,0.78,0.12,0.4,-1.5
0.54,0.18,0.78,0.12,1.5,-1.2
0.6,0.18,0.78,0.12,1.9,-1.1
0.36,0.24,0.78,0.12,-2,-1.7
0.42,0.24,0.78,0.12,-0.2,-1.3
0.48,0.24,0.78,0.12,0.7,-1.1
0.54,0.24,0.78,0.12,1.9,-0.9
0.6,0.24,0.78,0.12,2,-1
0.36,0.3,0.78,0.12,-1.9,-1.3
0.42,0.3,0.78,0.12,-0.2,-1
0.48,0.3,0.78,0.12,0.9,-0.8
0.54,0.3,0.78,0.12,1.6,-0.7
0.36,0.36,0.78,0.12,-1.6,-1
0.42,0.36,0.78,0.12,-0.2,-0.8
0.48,0.36,0.78,0.12,1.1,-0.6
0.54,0.36,0.78,0.12,1.7,-0.5
0.36,0.42,0.78,0.12,-1.4,-0.7
0.42,0.42,0.78,0.12,0,-0.5
0.48,0.42,0.78,0.12,0.9,-0.4
0.54,0.42,0.78,0.12,1.7,-0.4
0.36,0.48,0.78,0.12,-1.1,-0.4
0.42,0.48,0.78,0.12,0,-0.3
0.48,0.48,0.78,0.12,0.1,-1.8
0.54,0.48,0.78,0.12,1.7,-0.3
0.3,0.54,0.78,0.12,-2,-0.3
0.36,0.54,0.78,0.12,-1,-0.2
0.42,0.54,0.78,0.12,-1.6,-1.7
0.48,0.54,0.78,0.12,0.6,-1.3
0.3,0.6,0.78,0.12,-2,-0.1
0.36,0.6,0.78,0.12,-0.9,-0.1
0.42,0.6,0.78,0.12,-1.1,-1.2
0.48,0.6,0.78,0.12,-0.3,-1.1
0.3,0.66,0.78,0.12,-2,0
0.36,0.66,0.78,0.12,-0.8,0
0.42,0.66,0.78,0.12,0.5,0
0.48,0.66,0.78,0.12,0.5,-1.1
0.3,0.72,0.78,0.12,-2,0.1
0.36,0.72,0.78,0.12,-0.9,0
0.42,0.72,0.78,0.12,-1.4,-1
0.48,0.72,0.78,0.12,0.8,-0.4
0.54,0.72,0.78,0.12,0.7,-1.8
0.6,0.72,0.78,0.12,1,-1.9
0.3,0.78,0.78,0.12,-2,0.1
0.36,0.78,0.78,0.12,-0.9,0
0.42,0.78,0.78,0.12,-0.2,-0.9
0.48,0.78,0.78,0.12,-0.2,-1.4
0.54,0.78,0.78,0.12,0,-1.9
0.78,0.18,0.36,0.18,-2,-1.4
0.78,0.24,0.36,0.18,-1.9,-1.2
0.78,0.3,0.36,0.18,-1.7,-0.9
0.78,0.36,0.36,0.18,-1.6,-0.8
0.78,0.42,0.36,0.18,-1.5,-0.6
0.78,0.48,0.36,0.18,-2,-0.6
0.78,0.54,0.36,0.18,-2,-0.8
0.78,0.6,0.36,0.18,-1.7,-0.7
0.78,0.78,0.36,0.18,-2,-1.1
0.72,0.18,0.42,0.18,-2,-1.5
0.78,0.18,0.42,0.18,-1.4,-1.3
0.72,0.24,0.42,0.18,-1.9,-1.2
0.78,0.24,0.42,0.18,-1.3,-1.1
0.72,0.3,0.42,0.18,-1.5,-0.9
0.78,0.3,0.42,0.18,-1.2,-0.9
0.72,0.36,0.42,0.18,-1.4,-0.7
0.78,0.36,0.42,0.18,-1.1,-0.7
0.72,0.42,0.42,0.18,-1.5,-0.6
0.78,0.42,0.42,0.18,-1.2,-0.6
0.72,0.48,0.42,0.18,-1.7,-0.5
0.78,0.48,0.42,0.18,-1,-0.6
0.72,0.54,0.42,0.18,-1.4,-0.5
0.78,0.54,0.42,0.18,-1.2,-0.8
0.72,0.6,0.42,0.18,-1.5,-0.5
0.78,0.78,0.42,0.18,-2,-1.2
0.66,0.18,0.48,0.18,-2,-1.5
0.72,0.18,0.48,0.18,-0.9,-1.3
0.66,0.24,0.48,0.18,-1.9,-1.2
0.72,0.24,0.48,0.18,-0.7,-1
0.66,0.3,0.48,0.18,-1.4,-0.9
0.72,0.3,0.48,0.18,-0.5,-0.8
0.66,0.36,0.48,0.18,-1.4,-0.7
0.72,0.36,0.48,0.18,-0.4,-0.6
0.66,0.42,0.48,0.18,-2,-0.6
0.72,0.42,0.48,0.18,-0.3,-0.5
0.66,0.48,0.48,0.18,-1,-0.4
0.72,0.48,0.48,0.18,-1.1,-0.5
0.72,0.54,0.48,0.18,-1.5,-1
0.72,0.6,0.48,0.18,-1.1,-0.6
0.72,0.66,0.48,0.18,-1.7,-1.5
0.66,0.72,0.48,0.18,-2,-1
0.6,0.18,0.54,0.18,-2,-1.6
0.66,0.18,0.54,0.18,-0.9,-1.3
0.72,0.18,0.54,0.18,-0.3,-1.2
0.6,0.24,0.54,0.18,-1.7,-1.2
0.66,0.24,0.54,0.18,-0.6,-1
0.72,0.24,0.54,0.18,-0.1,-0.9
0.6,0.3,0.54,0.18,-1.3,-0.9
0.66,0.3,0.54,0.18,-0.4,-0.8
0.72,0.3,0.54,0.18,0.1,-0.7
0.6,0.36,0.54,0.18,-1.5,-0.7
0.66,0.36,0.54,0.18,-0.3,-0.6
0.72,0.36,0.54,0.18,0.1,-0.6
0.6,0.42,0.54,0.18,-1.2,-0.5
0.66,0.42,0.54,0.18,-1.4,-1.6
0.72,0.42,0.54,0.18,0.2,-0.5
0.6,0.48,0.54,0.18,-1.2,-0.4
0.66,0.48,0.54,0.18,-0.9,-1.4
0.72,0.48,0.54,0.18,0.1,-0.5
0.72,0.54,0.54,0.18,-0.1,-0.5
0.72,0.6,0.54,0.18,-1,-1.3
0.72,0.66,0.54,0.18,-0.4,-1
0.6,0.72,0.54,0.18,-1.7,-0.9
0.66,0.72,0.54,0.18,-0.7,-0.6
0.6,0.78,0.54,0.18,-1.9,-1
0.54,0.18,0.6,0.18,-2,-1.6
0.6,0.18,0.6,0.18,-0.9,-1.4
0.66,0.18,0.6,0.18,0.4,-1.1
0.54,0.24,0.6,0.18,-1.5,-1.2
0.6,0.24,0.6,0.18,-0.4,-1
0.66,0.24,0.6,0.18,0.8,-0.8
0.54,0.3,0.6,0.18,-1.3,-0.9
0.6,0.3,0.6,0.18,-0.4,-0.8
0.66,0.3,0.6,0.18,0.8,-0.6
0.54,0.36,0.6,0.18,-1.4,-0.7
0.6,0.36,0.6,0.18,-0.2,-0.6
0.66,0.36,0.6,0.18,0.9,-0.5
0.54,0.42,0.6,0.18,-1.3,-0.5
0.6,0.42,0.6,0.18,-0.1,-0.4
0.66,0.42,0.6,0.18,-0.8,-1.8
0.54,0.48,0.6,0.18,-1.2,-0.4
0.6,0.48,0.6,0.18,0,-0.3
0.66,0.48,0.6,0.18,-0.7,-1.2
0.48,0.54,0.6,0.18,-2,-0.3
0.48,0.6,0.6,0.18,-2,-0.2
0.48,0.66,0.6,0.18,-2,-0.1
0.48,0.72,0.6,0.18,-2,-0.2
0.54,0.72,0.6,0.18,-1.3,-0.5
0.66,0.78,0.6,0.18,-0.2,-0.8
0.48,0.18,0.66,0.18,-2,-1.7
0.54,0.18,0.66,0.18,-0.4,-1.3
0.6,0.18,0.66,0.18,0.5,-1.1
0.66,0.18,0.66,0.18,1,-1
0.48,0.24,0.66,0.18,-2,-1.3
0.54,0.24,0.66,0.18,-0.3,-1
0.6,0.24,0.66,0.18,0.8,-0.8
0.66,0.24,0.66,0.18,0.9,-0.8
0.48,0.3,0.66,0.18,-1.7,-1
0.54,0.3,0.66,0.18,-0.3,-0.8
0.6,0.3,0.66,0.18,0.9,-0.6
0.66,0.3,0.66,0.18,1.3,-0.6
0.48,0.36,0.66,0.18,-1.4,-0.7
0.54,0.36,0.66,0.18,-0.2,-0.6
0.6,0.36,0.66,0.18,1.1,-0.4
0.66,0.36,0.66,0.18,1.5,-0.4
0.48,0.42,0.66,0.18,-1.3,-0.5
0.54,0.42,0.66,0.18,0,-0.4
0.6,0.42,0.66,0.18,-0.2,-1.6
0.66,0.42,0.66,0.18,1.4,-0.4
0.48,0.48,0.66,0.18,-1.3,-0.3
0.54,0.48,0.66,0.18,-1.9,-1.5
0.6,0.48,0.66,0.18,-0.8,-1.4
0.66,0.48,0.66,0.18,1.2,-0.4
0.42,0.54,0.66,0.18,-2,-0.2
0.48,0.54,0.66,0.18,-1.5,-0.2
0.42,0.6,0.66,0.18,-2,-0.1
0.48,0.6,0.66,0.18,-1.9,-1.3
0.42,0.66,0.66,0.18,-2,0
0.48,0.66,0.66,0.18,-1.2,-0.1
0.42,0.72,0.66,0.18,-2,0
0.48,0.72,0.66,0.18,-1.2,-0.2
0.54,0.72,0.66,0.18,-1.6,-1.9
0.42,0.78,0.66,0.18,-2,-0.1
0.48,0.78,0.66,0.18,-1.1,-0.5
0.66,0.78,0.66,0.18,0.3,-1.4
0.6,0.12,0.72,0.18,1.4,-1.2
0.42,0.18,0.72,0.18,-2,-1.7
0.48,0.18,0.72,0.18,-0.3,-1.3
0.54,0.18,0.72,0.18,0.6,-1.1
0.6,0.18,0.72,0.18,1.8,-0.9
0.42,0.24,0.72,0.18,-1.8,-1.3
0.48,0.24,0.72,0.18,-0.2,-1
0.54,0.24,0.72,0.18,0.9,-0.8
0.6,0.24,0.72,0.18,1.9,-0.7
0.42,0.3,0.72,0.18,-1.6,-1
0.48,0.3,0.72,0.18,-0.3,-0.8
0.54,0.3,0.72,0.18,1,-0.6
0.6,0.3,0.72,0.18,1.6,-0.5
0.42,0.36,0.72,0.18,-1.4,-0.7
0.48,0.36,0.72,0.18,0,-0.5
0.54,0.36,0.72,0.18,1.6,-0.3
0.6,0.36,0.72,0.18,1.5,-0.4
0.42,0.42,0.72,0.18,-1.2,-0.5
0.48,0.42,0.72,0.18,0.1,-0.3
0.54,0.42,0.72,0.18,-0.7,-1.8
0.6,0.42,0.72,0.18,1.4,-0.3
0.36,0.48,0.72,0.18,-2,-0.3
0.42,0.48,0.72,0.18,-0.8,-0.2
0.48,0.48,0.72,0.18,0.6,-0.1
0.54,0.48,0.72,0.18,-0.2,-1.3
0.6,0.48,0.72,0.18,1,-1
0.36,0.54,0.72,0.18,-1.9,-0.1
0.42,0.54,0.72,0.18,-0.9,-0.1
0.48,0.54,0.72,0.18,-0.1,-0.1
0.36,0.6,0.72,0.18,-2,0
0.42,0.6,0.72,0.18,-0.9,0
0.48,0.6,0.72,0.18,-1.4,-1.9
0.36,0.66,0.72,0.18,-1.9,0.1
0.42,0.66,0.72,0.18,-0.9,0
0.48,0.66,0.72,0.18,-1,-0.6
0.36,0.72,0.72,0.18,-2,0.1
0.42,0.72,0.72,0.18,-1.9,-1
0.48,0.72,0.72,0.18,-0.5,-0.4
0.54,0.72,0.72,0.18,-0.3,-1.8
0.6,0.72,0.72,0.18,0.3,-1.9
0.36,0.78,0.72,0.18,-2,0
0.42,0.78,0.72,0.18,-1.9,-0.5
0.48,0.78,0.72,0.18,-0.3,-0.4
0.54,0.78,0.72,0.18,-0.9,-1.9
0.54,0.12,0.78,0.18,1.6,-1.2
0.6,0.12,0.78,0.18,1.9,-1.1
0.36,0.18,0.78,0.18,-2,-1.7
0.42,0.18,0.78,0.18,-0.8,-1.5
0.48,0.18,0.78,0.18,0.8,-1.1
0.54,0.18,0.78,0.18,1.9,-0.9
0.6,0.18,0.78,0.18,2,-1
0.36,0.24,0.78,0.18,-1.7,-1.3
0.42,0.24,0.78,0.18,-0.1,-1
0.48,0.24,0.78,0.18,1,-0.8
0.54,0.24,0.78,0.18,1.5,-0.7
0.36,0.3,0.78,0.18,-1.6,-1
0.42,0.3,0.78,0.18,-0.2,-0.8
0.48,0.3,0.78,0.18,1.1,-0.6
0.54,0.3,0.78,0.18,1.6,-0.5
0.36,0.36,0.78,0.18,-1.4,-0.7
0.42,0.36,0.78,0.18,0,-0.5
0.48,0.36,0.78,0.18,1.4,-0.3
0.54,0.36,0.78,0.18,1.8,-0.3
0.36,0.42,0.78,0.18,-1.2,-0.4
0.42,0.42,0.78,0.18,0.5,-0.2
0.48,0.42,0.78,0.18,1.8,-0.1
0.54,0.42,0.78,0.18,1.8,-0.2
0.6,0.42,0.78,0.18,1.3,-1.5
0.3,0.48,0.78,0.18,-2,-0.3
0.36,0.48,0.78,0.18,-1,-0.2
0.42,0.48,0.78,0.18,0.3,-0.1
0.48,0.48,0.78,0.18,0.3,-1.5
0.54,0.48,0.78,0.18,0.8,-1.1
0.6,0.48,0.78,0.18,1.2,-1.6
0.3,0.54,0.78,0.18,-2,-0.1
0.36,0.54,0.78,0.18,-0.8,0
0.42,0.54,0.78,0.18,-1.4,-1.4
0.48,0.54,0.78,0.18,1.5,0
0.3,0.6,0.78,0.18,-1.8,0.1
0.36,0.6,0.78,0.18,-0.8,0.1
0.42,0.6,0.78,0.18,-1.2,-1.3
0.48,0.6,0.78,0.18,1.6,0
0.3,0.66,0.78,0.18,-2,0.1
0.36,0.66,0.78,0.18,-0.8,0.1
0.42,0.66,0.78,0.18,-1.9,-1.6
0.48,0.66,0.78,0.18,0.9,-0.6
0.3,0.72,0.78,0.18,-2,0.2
0.36,0.72,0.78,0.18,-0.8,0.1
0.42,0.72,0.78,0.18,-0.8,-0.5
0.48,0.72,0.78,0.18,1.2,-0.6
0.54,0.72,0.78,0.18,1.4,-0.8
0.6,0.72,0.78,0.18,1.2,-1.4
0.3,0.78,0.78,0.18,-2,0.2
0.36,0.78,0.78,0.18,-1,0
0.42,0.78,0.78,0.18,-0.2,-0.5
0.54,0.78,0.78,0.18,0.4,-1.3
0.78,0.18,0.36,0.24,-1.9,-1.2
0.78,0.24,0.36,0.24,-1.6,-0.9
0.78,0.3,0.36,0.24,-1.4,-0.7
0.78,0.36,0.36,0.24,-1.8,-0.6
0.78,0.42,0.36,0.24,-1.7,-0.5
0.78,0.48,0.36,0.24,-1.5,-0.5
0.78,0.54,0.36,0.24,-1.5,-0.5
0.72,0.12,0.42,0.24,-2,-1.5
0.78,0.12,0.42,0.24,-1.6,-1.4
0.72,0.18,0.42,0.24,-1.9,-1.2
0.78,0.18,0.42,0.24,-1.5,-1.1
0.72,0.24,0.42,0.24,-1.5,-0.9
0.78,0.24,0.42,0.24,-1.2,-0.9
0.72,0.3,0.42,0.24,-1.4,-0.7
0.78,0.3,0.42,0.24,-1.1,-0.7
0.72,0.36,0.42,0.24,-2,-0.6
0.78,0.36,0.42,0.24,-1,-0.6
0.72,0.42,0.42,0.24,-2,-0.5
0.78,0.42,0.42,0.24,-1.2,-0.5
0.72,0.48,0.42,0.24,-1.7,-1
0.78,0.48,0.42,0.24,-1,-0.5
0.72,0.54,0.42,0.24,-1.4,-0.4
0.78,0.54,0.42,0.24,-1.1,-0.6
0.72,0.6,0.42,0.24,-1.9,-0.5
0.66,0.12,0.48,0.24,-2,-1.6
0.72,0.12,0.48,0.24,-1,-1.3
0.66,0.18,0.48,0.24,-1.7,-1.2
0.72,0.18,0.48,0.24,-0.6,-1
0.66,0.24,0.48,0.24,-1.4,-0.9
0.72,0.24,0.48,0.24,-0.5,-0.8
0.66,0.3,0.48,0.24,-1.5,-0.7
0.72,0.3,0.48,0.24,-0.4,-0.6
0.66,0.36,0.48,0.24,-1.2,-0.5
0.72,0.36,0.48,0.24,-1.8,-1.6
0.66,0.42,0.48,0.24,-1.3,-0.4
0.72,0.42,0.48,0.24,-0.3,-0.4
0.66,0.48,0.48,0.24,-1.2,-0.3
0.72,0.48,0.48,0.24,-0.9,-0.4
0.72,0.54,0.48,0.24,-0.3,-0.4
0.72,0.6,0.48,0.24,-1.4,-1.3
0.72,0.66,0.48,0.24,-1.3,-1.1
0.66,0.72,0.48,0.24,-1.8,-1
0.6,0.12,0.54,0.24,-2,-1.6
0.66,0.12,0.54,0.24,-0.7,-1.3
0.72,0.12,0.54,0.24,-0.5,-1.2
0.6,0.18,0.54,0.24,-2,-1.3
0.66,0.18,0.54,0.24,-0.5,-1
0.72,0.18,0.54,0.24,0,-0.9
0.6,0.24,0.54,0.24,-1.3,-0.9
0.66,0.24,0.54,0.24,-0.4,-0.8
0.72,0.24,0.54,0.24,0,-0.7
0.6,0.3,0.54,0.24,-1.5,-0.7
0.66,0.3,0.54,0.24,-0.3,-0.6
0.72,0.3,0.54,0.24,-0.1,-0.6
0.6,0.36,0.54,0.24,-1.3,-0.5
0.66,0.36,0.54,0.24,-0.2,-0.4
0.72,0.36,0.54,0.24,-0.9,-1.4
0.6,0.42,0.54,0.24,-1.2,-0.4
0.66,0.42,0.54,0.24,-0.1,-0.3
0.72,0.42,0.54,0.24,0.2,-0.4
0.54,0.48,0.54,0.24,-2,-0.3
0.6,0.48,0.54,0.24,-2,-1.3
0.66,0.48,0.54,0.24,-1.4,-1.2
0.72,0.48,0.54,0.24,-1.5,-1.8
0.72,0.54,0.54,0.24,0,-0.5
0.72,0.72,0.54,0.24,-0.5,-0.8
0.66,0.78,0.54,0.24,-0.7,-1
0.54,0.12,0.6,0.24,-2,-1.7
0.6,0.12,0.6,0.24,-0.5,-1.3
0.66,0.12,0.6,0.24,0.4,-1.1
0.54,0.18,0.6,0.24,-2,-1.3
0.6,0.18,0.6,0.24,-0.4,-1
0.66,0.18,0.6,0.24,0.7,-0.8
0.54,0.24,0.6,0.24,-1.7,-1
0.6,0.24,0.6,0.24,-0.4,-0.8
0.66,0.24,0.6,0.24,0.8,-0.6
0.54,0.3,0.6,0.24,-1.4,-0.7
0.6,0.3,0.6,0.24,0,-0.5
0.66,0.3,0.6,0.24,1,-0.4
0.54,0.36,0.6,0.24,-1.3,-0.5
0.6,0.36,0.6,0.24,-0.1,-0.4
0.66,0.36,0.6,0.24,-0.8,-1.6
0.54,0.42,0.6,0.24,-1.3,-0.3
0.6,0.42,0.6,0.24,-1.6,-2
0.66,0.42,0.6,0.24,0.4,-0.3
0.48,0.48,0.6,0.24,-2,-0.2
0.54,0.48,0.6,0.24,-1.4,-0.2
0.6,0.48,0.6,0.24,-1.3,-1.1
0.66,0.48,0.6,0.24,-1,-1.6
0.48,0.54,0.6,0.24,-2,-0.1
0.48,0.6,0.6,0.24,-1.8,0
0.48,0.66,0.6,0.24,-2,-0.1
0.48,0.72,0.6,0.24,-2,-0.1
0.66,0.78,0.6,0.24,0.2,-0.9
0.48,0.12,0.66,0.24,-2,-1.7
0.54,0.12,0.66,0.24,-0.8,-1.4
0.6,0.12,0.66,0.24,0.5,-1.1
0.66,0.12,0.66,0.24,1,-1
0.48,0.18,0.66,0.24,-1.8,-1.3
0.54,0.18,0.66,0.24,-0.2,-1
0.6,0.18,0.66,0.24,0.8,-0.8
0.66,0.18,0.66,0.24,0.9,-0.8
0.48,0.24,0.66,0.24,-1.7,-1
0.54,0.24,0.66,0.24,-0.3,-0.8
0.6,0.24,0.66,0.24,0.9,-0.6
0.66,0.24,0.66,0.24,1.5,-0.5
0.48,0.3,0.66,0.24,-1.4,-0.7
0.54,0.3,0.66,0.24,-0.1,-0.5
0.6,0.3,0.66,0.24,1.1,-0.4
0.66,0.3,0.66,0.24,1.4,-0.4
0.48,0.36,0.66,0.24,-1.3,-0.5
0.54,0.36,0.66,0.24,-0.7,-0.4
0.6,0.36,0.66,0.24,1.1,-0.3
0.66,0.36,0.66,0.24,1.5,-0.3
0.48,0.42,0.66,0.24,-0.8,-0.2
0.54,0.42,0.66,0.24,-0.2,-0.2
0.6,0.42,0.66,0.24,1.5,-0.1
0.66,0.42,0.66,0.24,1.4,-0.3
0.42,0.48,0.66,0.24,-2,-0.2
0.48,0.48,0.66,0.24,-1,-0.1
0.54,0.48,0.66,0.24,-0.1,-0.1
0.6,0.48,0.66,0.24,-0.7,-2
0.66,0.48,0.66,0.24,0.1,-1.3
0.42,0.54,0.66,0.24,-2,0
0.48,0.54,0.66,0.24,-2,-1.2
0.42,0.6,0.66,0.24,-1.7,0.1
0.48,0.6,0.66,0.24,-0.9,0
0.42,0.66,0.66,0.24,-1.9,0.1
0.48,0.66,0.66,0.24,-1.7,-0.1
0.42,0.72,0.66,0.24,-2,0
0.48,0.72,0.66,0.24,-1.9,-0.3
0.54,0.72,0.66,0.24,-1,-0.5
0.6,0.72,0.66,0.24,-0.4,-1.7
0.54,0.78,0.66,0.24,-1.7,-1.9
0.66,0.78,0.66,0.24,-0.2,-2
0.42,0.12,0.72,0.24,-2,-1.7
0.48,0.12,0.72,0.24,-0.9,-1.5
0.54,0.12,0.72,0.24,0.7,-1.1
0.6,0.12,0.72,0.24,1.8,-0.9
0.42,0.18,0.72,0.24,-1.7,-1.3
0.48,0.18,0.72,0.24,-0.1,-1
0.54,0.18,0.72,0.24,0.9,-0.8
0.6,0.18,0.72,0.24,2,-0.6
0.42,0.24,0.72,0.24,-1.7,-1
0.48,0.24,0.72,0.24,-0.3,-0.8
0.54,0.24,0.72,0.24,1,-0.6
0.6,0.24,0.72,0.24,1.5,-0.5
0.42,0.3,0.72,0.24,-1.4,-0.7
0.48,0.3,0.72,0.24,0,-0.5
0.54,0.3,0.72,0.24,1.1,-0.4
0.6,0.3,0.72,0.24,1.7,-0.3
0.42,0.36,0.72,0.24,-1.2,-0.5
0.48,0.36,0.72,0.24,0.6,-0.2
0.54,0.36,0.72,0.24,1,-0.2
0.6,0.36,0.72,0.24,1.7,-0.2
0.36,0.42,0.72,0.24,-2,-0.3
0.42,0.42,0.72,0.24,-1,-0.2
0.48,0.42,0.72,0.24,-1.9,-2
0.54,0.42,0.72,0.24,-0.5,-1.5
0.6,0.42,0.72,0.24,1.6,-0.2
0.36,0.48,0.72,0.24,-2,-0.1
0.42,0.48,0.72,0.24,-0.7,0
0.48,0.48,0.72,0.24,-1.4,-2
0.54,0.48,0.72,0.24,-0.4,-1.4
0.6,0.48,0.72,0.24,-0.2,-1.8
0.36,0.54,0.72,0.24,-1.7,0.1
0.42,0.54,0.72,0.24,-0.7,0.1
0.48,0.54,0.72,0.24,-1.6,-1.4
0.36,0.6,0.72,0.24,-2,0.1
0.42,0.6,0.72,0.24,-0.8,0.1
0.48,0.6,0.72,0.24,-1.8,-1.5
0.36,0.66,0.72,0.24,-2,0.2
0.42,0.66,0.72,0.24,-0.9,0.1
0.48,0.66,0.72,0.24,-1.6,-1.7
0.36,0.72,0.72,0.24,-1.8,0.2
0.42,0.72,0.72,0.24,-0.9,0
0.48,0.72,0.72,0.24,-0.9,-0.5
0.54,0.72,0.72,0.24,0.4,-0.9
0.6,0.72,0.72,0.24,0.4,-1.4
0.36,0.78,0.72,0.24,-1.8,0.1
0.48,0.78,0.72,0.24,-1,-0.7
0.54,0.78,0.72,0.24,-0.6,-1.3
0.36,0.12,0.78,0.24,-2,-1.8
0.42,0.12,0.78,0.24,-0.8,-1.5
0.48,0.12,0.78,0.24,0.9,-1.1
0.54,0.12,0.78,0.24,1.9,-0.9
0.36,0.18,0.78,0.24,-1.6,-1.3
0.42,0.18,0.78,0.24,-0.5,-1.1
0.48,0.18,0.78,0.24,1,-0.8
0.54,0.18,0.78,0.24,1.5,-0.7
0.36,0.24,0.78,0.24,-1.6,-1
0.42,0.24,0.78,0.24,-0.2,-0.8
0.48,0.24,0.78,0.24,1.1,-0.6
0.54,0.24,0.78,0.24,2,-0.4
0.36,0.3,0.78,0.24,-1.4,-0.7
0.42,0.3,0.78,0.24,0,-0.5
0.48,0.3,0.78,0.24,1.3,-0.3
0.54,0.3,0.78,0.24,1.6,-0.3
0.36,0.36,0.78,0.24,-1.3,-0.4
0.42,0.36,0.78,0.24,0.3,-0.2
0.48,0.36,0.78,0.24,1.5,-0.1
0.54,0.36,0.78,0.24,0.8,-1.8
0.6,0.36,0.78,0.24,1,-1.8
0.3,0.42,0.78,0.24,-2,-0.3
0.36,0.42,0.78,0.24,-0.7,-0.1
0.42,0.42,0.78,0.24,0.6,0
0.48,0.42,0.78,0.24,-0.8,-1.7
0.54,0.42,0.78,0.24,1.5,-1.3
0.3,0.48,0.78,0.24,-1.8,0
0.36,0.48,0.78,0.24,-0.8,0
0.42,0.48,0.78,0.24,0.5,0.1
0.48,0.48,0.78,0.24,0,-1.2
0.54,0.48,0.78,0.24,1.6,-1.2
0.3,0.54,0.78,0.24,-2,0.1
0.36,0.54,0.78,0.24,-0.8,0.1
0.42,0.54,0.78,0.24,-1.7,-1.6
0.48,0.54,0.78,0.24,0.1,-1.1
0.3,0.6,0.78,0.24,-2,0.2
0.36,0.6,0.78,0.24,-1.1,0.2
0.42,0.6,0.78,0.24,-1.6,-1
0.48,0.6,0.78,0.24,-0.6,-1.2
0.3,0.66,0.78,0.24,-2,0.2
0.36,0.66,0.78,0.24,-1.2,0.2
0.42,0.66,0.78,0.24,-0.4,-0.5
0.48,0.66,0.78,0.24,-0.5,-1.2
0.3,0.72,0.78,0.24,-2,0.2
0.36,0.72,0.78,0.24,-1.5,0.1
0.42,0.72,0.78,0.24,0,-0.2
0.48,0.72,0.78,0.24,0.3,-0.4
0.3,0.78,0.78,0.24,-2,0.2
0.36,0.78,0.78,0.24,-1.1,-0.3
0.42,0.78,0.78,0.24,-1.4,-2
0.78,0.12,0.36,0.3,-1.9,-1.2
0.78,0.18,0.36,0.3,-1.8,-1
0.78,0.24,0.36,0.3,-1.5,-0.7
0.78,0.3,0.36,0.3,-1.9,-0.6
0.78,0.36,0.36,0.3,-2,-0.5
0.78,0.42,0.36,0.3,-1.6,-0.4
0.78,0.48,0.36,0.3,-1.4,-0.4
0.78,0.54,0.36,0.3,-1.9,-0.5
0.72,0.12,0.42,0.3,-1.7,-1.2
0.78,0.12,0.42,0.3,-1.4,-1.1
0.72,0.18,0.42,0.3,-1.4,-0.9
0.78,0.18,0.42,0.3,-1.2,-0.9
0.72,0.24,0.42,0.3,-1.5,-0.7
0.78,0.24,0.42,0.3,-1.3,-0.7
0.72,0.3,0.42,0.3,-1.2,-0.5
0.78,0.3,0.42,0.3,-0.9,-0.5
0.72,0.36,0.42,0.3,-1.3,-0.4
0.78,0.36,0.42,0.3,-2,-1.4
0.72,0.42,0.42,0.3,-1.2,-0.3
0.78,0.42,0.42,0.3,-0.9,-0.4
0.72,0.48,0.42,0.3,-1.3,-0.3
0.78,0.48,0.42,0.3,-1.2,-0.5
0.72,0.54,0.42,0.3,-2,-0.4
0.78,0.54,0.42,0.3,-1.4,-1
0.78,0.6,0.42,0.3,-1.7,-0.9
0.72,0.66,0.42,0.3,-1.8,-0.9
0.72,0.06,0.48,0.3,-0.8,-1.3
0.66,0.12,0.48,0.3,-2,-1.3
0.72,0.12,0.48,0.3,-0.6,-1
0.66,0.18,0.48,0.3,-2,-1
0.72,0.18,0.48,0.3,-0.5,-0.8
0.66,0.24,0.48,0.3,-1.5,-0.7
0.72,0.24,0.48,0.3,-0.4,-0.6
0.66,0.3,0.48,0.3,-1.4,-0.5
0.72,0.3,0.48,0.3,-0.2,-0.4
0.66,0.36,0.48,0.3,-1.3,-0.4
0.72,0.36,0.48,0.3,-0.2,-0.3
0.66,0.42,0.48,0.3,-1.2,-0.3
0.72,0.42,0.48,0.3,-1.1,-1
0.6,0.48,0.48,0.3,-2,-0.2
0.66,0.48,0.48,0.3,-1.2,-0.2
0.72,0.48,0.48,0.3,-1.3,-0.8
0.72,0.54,0.48,0.3,-0.9,-0.7
0.78,0.66,0.48,0.3,-1.2,-1.4
0.72,0.72,0.48,0.3,-0.9,-0.9
0.66,0.78,0.48,0.3,-1.9,-0.7
0.66,0.06,0.54,0.3,-0.6,-1.3
0.72,0.06,0.54,0.3,-0.4,-1.2
0.6,0.12,0.54,0.3,-2,-1.3
0.66,0.12,0.54,0.3,-0.4,-1
0.72,0.12,0.54,0.3,0,-0.9
0.6,0.18,0.54,0.3,-1.7,-1
0.66,0.18,0.54,0.3,-0.5,-0.8
0.72,0.18,0.54,0.3,0,-0.7
0.6,0.24,0.54,0.3,-1.5,-0.7
0.66,0.24,0.54,0.3,-0.3,-0.6
0.72,0.24,0.54,0.3,0.2,-0.5
